state,date,new_results_reported,total_results_reported,Longitude,Latitude
LA,3/29/2021,253,503862,-91.840238,30.921314
NY,3/29/2021,7084,2009330,-75.59655,42.921241
MD,3/29/2021,1517,802564,-76.687282,38.946466
WA,3/29/2021,1190,252692,-120.592492,47.411715
OH,3/29/2021,1101,889653,-82.70936,40.415534
FL,3/3/2020,0,6,-82.420978,28.260731
GA,3/3/2020,0,1,-83.426574,32.638481
NY,3/3/2020,0,7,-75.59655,42.921241
CA,3/3/2020,10,38,-119.662127,37.211164
LA,3/3/2020,0,1,-91.840238,30.921314
WA,3/3/2020,9,55,-120.592492,47.411715
MD,3/3/2021,1708,757274,-76.687282,38.946466
GA,3/3/2021,1290,764978,-83.426574,32.638481
FL,3/3/2021,6880,2448125,-82.420978,28.260731
NY,3/3/2021,8572,1809843,-75.59655,42.921241
WA,3/3/2021,643,236376,-120.592492,47.411715
CA,3/3/2021,4466,3553771,-119.662127,37.211164
LA,3/3/2021,562,494766,-91.840238,30.921314
OH,3/3/2021,1186,862934,-82.70936,40.415534
WA,3/30/2020,198,3151,-120.592492,47.411715
CA,3/30/2020,1093,11220,-119.662127,37.211164
FL,3/30/2020,2106,20641,-82.420978,28.260731
MD,3/30/2020,499,2917,-76.687282,38.946466
NY,3/30/2020,7579,86048,-75.59655,42.921241
GA,3/30/2020,690,7014,-83.426574,32.638481
LA,3/30/2020,1783,14275,-91.840238,30.921314
OH,3/30/2020,298,2287,-82.70936,40.415534
FL,3/30/2021,7134,2596960,-82.420978,28.260731
CA,3/30/2021,3072,3630548,-119.662127,37.211164
LA,3/30/2021,322,504184,-91.840238,30.921314
NY,3/30/2021,8745,2018075,-75.59655,42.921241
WA,3/30/2021,1062,253754,-120.592492,47.411715
OH,3/30/2021,1453,891106,-82.70936,40.415534
GA,3/30/2021,572,789783,-83.426574,32.638481
MD,3/30/2021,2527,805091,-76.687282,38.946466
FL,3/31/2020,1746,22387,-82.420978,28.260731
WA,3/31/2020,124,3275,-120.592492,47.411715
LA,3/31/2020,2043,16318,-91.840238,30.921314
OH,3/31/2020,381,2668,-82.70936,40.415534
CA,3/31/2020,1304,12524,-119.662127,37.211164
NY,3/31/2020,9175,95223,-75.59655,42.921241
GA,3/31/2020,617,7631,-83.426574,32.638481
MD,3/31/2020,453,3370,-76.687282,38.946466
WA,3/31/2021,1072,254826,-120.592492,47.411715
FL,3/31/2021,6772,2603732,-82.420978,28.260731
LA,3/31/2021,266,504450,-91.840238,30.921314
OH,3/31/2021,1661,892767,-82.70936,40.415534
MD,3/31/2021,2532,807623,-76.687282,38.946466
NY,3/31/2021,8359,2026434,-75.59655,42.921241
CA,3/31/2021,3286,3633834,-119.662127,37.211164
GA,3/31/2021,865,790648,-83.426574,32.638481
OH,3/4/2020,0,0,-82.70936,40.415534
WA,3/4/2020,21,76,-120.592492,47.411715
GA,3/4/2020,0,1,-83.426574,32.638481
LA,3/4/2020,0,1,-91.840238,30.921314
CA,3/4/2020,6,44,-119.662127,37.211164
FL,3/4/2020,16,22,-82.420978,28.260731
NY,3/4/2020,44,51,-75.59655,42.921241
MD,3/4/2021,1801,759075,-76.687282,38.946466
CA,3/4/2021,4235,3558006,-119.662127,37.211164
WA,3/4/2021,591,236967,-120.592492,47.411715
LA,3/4/2021,568,495334,-91.840238,30.921314
NY,3/4/2021,8173,1818016,-75.59655,42.921241
OH,3/4/2021,1150,864084,-82.70936,40.415534
FL,3/4/2021,5972,2454097,-82.420978,28.260731
GA,3/4/2021,1296,766274,-83.426574,32.638481
LA,3/5/2020,0,1,-91.840238,30.921314
GA,3/5/2020,0,1,-83.426574,32.638481
WA,3/5/2020,10,86,-120.592492,47.411715
OH,3/5/2020,0,0,-82.70936,40.415534
NY,3/5/2020,44,95,-75.59655,42.921241
FL,3/5/2020,20,42,-82.420978,28.260731
CA,3/5/2020,19,63,-119.662127,37.211164
MD,3/5/2021,1763,760838,-76.687282,38.946466
GA,3/5/2021,1196,767470,-83.426574,32.638481
FL,3/5/2021,6080,2460177,-82.420978,28.260731
NY,3/5/2021,8031,1826047,-75.59655,42.921241
OH,3/5/2021,1080,865164,-82.70936,40.415534
WA,3/5/2021,600,237567,-120.592492,47.411715
CA,3/5/2021,3866,3561872,-119.662127,37.211164
LA,3/5/2021,495,495829,-91.840238,30.921314
GA,3/6/2020,4,5,-83.426574,32.638481
OH,3/6/2020,0,0,-82.70936,40.415534
LA,3/6/2020,0,1,-91.840238,30.921314
NY,3/6/2020,53,148,-75.59655,42.921241
FL,3/6/2020,17,59,-82.420978,28.260731
CA,3/6/2020,25,88,-119.662127,37.211164
WA,3/6/2020,19,105,-120.592492,47.411715
CA,3/6/2021,3583,3565455,-119.662127,37.211164
FL,3/6/2021,4988,2465165,-82.420978,28.260731
GA,3/6/2021,672,768142,-83.426574,32.638481
LA,3/6/2021,340,496169,-91.840238,30.921314
MD,3/6/2021,1590,762428,-76.687282,38.946466
NY,3/6/2021,6957,1833004,-75.59655,42.921241
WA,3/6/2021,386,237953,-120.592492,47.411715
OH,3/6/2021,906,866070,-82.70936,40.415534
CA,3/7/2020,48,136,-119.662127,37.211164
GA,3/7/2020,1,6,-83.426574,32.638481
OH,3/7/2020,0,0,-82.70936,40.415534
NY,3/7/2020,33,181,-75.59655,42.921241
LA,3/7/2020,0,1,-91.840238,30.921314
FL,3/7/2020,6,65,-82.420978,28.260731
WA,3/7/2020,24,129,-120.592492,47.411715
NY,3/7/2021,5959,1838963,-75.59655,42.921241
OH,3/7/2021,619,866689,-82.70936,40.415534
WA,3/7/2021,176,238129,-120.592492,47.411715
GA,3/7/2021,543,768685,-83.426574,32.638481
MD,3/7/2021,1240,763668,-76.687282,38.946466
LA,3/7/2021,229,496398,-91.840238,30.921314
FL,3/7/2021,3854,2469019,-82.420978,28.260731
CA,3/7/2021,2629,3568084,-119.662127,37.211164
OH,3/8/2020,0,0,-82.70936,40.415534
NY,3/8/2020,52,233,-75.59655,42.921241
LA,3/8/2020,0,1,-91.840238,30.921314
GA,3/8/2020,5,11,-83.426574,32.638481
FL,3/8/2020,14,79,-82.420978,28.260731
WA,3/8/2020,25,154,-120.592492,47.411715
CA,3/8/2020,44,180,-119.662127,37.211164
GA,3/8/2021,1272,769957,-83.426574,32.638481
WA,3/8/2021,494,238623,-120.592492,47.411715
OH,3/8/2021,800,867489,-82.70936,40.415534
CA,3/8/2021,2243,3570327,-119.662127,37.211164
FL,3/8/2021,5529,2474548,-82.420978,28.260731
NY,3/8/2021,6521,1845484,-75.59655,42.921241
MD,3/8/2021,1111,764779,-76.687282,38.946466
LA,3/8/2021,519,496917,-91.840238,30.921314
FL,3/9/2020,33,112,-82.420978,28.260731
WA,3/9/2020,55,209,-120.592492,47.411715
OH,3/9/2020,6,6,-82.70936,40.415534
NY,3/9/2020,45,278,-75.59655,42.921241
GA,3/9/2020,9,20,-83.426574,32.638481
LA,3/9/2020,4,5,-91.840238,30.921314
CA,3/9/2020,25,205,-119.662127,37.211164
FL,3/9/2021,5745,2480293,-82.420978,28.260731
OH,3/9/2021,1185,868674,-82.70936,40.415534
GA,3/9/2021,1194,771151,-83.426574,32.638481
LA,3/9/2021,651,497568,-91.840238,30.921314
MD,3/9/2021,1610,766389,-76.687282,38.946466
NY,3/9/2021,7538,1853022,-75.59655,42.921241
WA,3/9/2021,471,239094,-120.592492,47.411715
CA,3/9/2021,4130,3574457,-119.662127,37.211164
OH,4/1/2020,518,3186,-82.70936,40.415534
GA,4/1/2020,689,8320,-83.426574,32.638481
LA,4/1/2020,1789,18107,-91.840238,30.921314
NY,4/1/2020,10405,105628,-75.59655,42.921241
MD,4/1/2020,734,4104,-76.687282,38.946466
FL,4/1/2020,1843,24230,-82.420978,28.260731
WA,4/1/2020,277,3552,-120.592492,47.411715
CA,4/1/2020,1671,14195,-119.662127,37.211164
NY,4/1/2021,7938,2034372,-75.59655,42.921241
MD,4/1/2021,2456,810079,-76.687282,38.946466
LA,4/1/2021,307,504757,-91.840238,30.921314
GA,4/1/2021,949,791597,-83.426574,32.638481
FL,4/1/2021,6629,2610361,-82.420978,28.260731
CA,4/1/2021,3329,3637163,-119.662127,37.211164
WA,4/1/2021,893,255719,-120.592492,47.411715
OH,4/1/2021,1597,894364,-82.70936,40.415534
WA,4/10/2020,151,5413,-120.592492,47.411715
OH,4/10/2020,432,7116,-82.70936,40.415534
GA,4/10/2020,919,13301,-83.426574,32.638481
FL,4/10/2020,1757,39218,-82.420978,28.260731
LA,4/10/2020,907,31153,-91.840238,30.921314
MD,4/10/2020,944,12114,-76.687282,38.946466
CA,4/10/2020,1963,28195,-119.662127,37.211164
NY,4/10/2020,11620,197610,-75.59655,42.921241
LA,4/10/2021,180,507048,-91.840238,30.921314
NY,4/10/2021,6432,2101045,-75.59655,42.921241
FL,4/10/2021,3241,2663782,-82.420978,28.260731
MD,4/10/2021,979,826034,-76.687282,38.946466
GA,4/10/2021,297,796237,-83.426574,32.638481
LA,4/11/2020,901,32054,-91.840238,30.921314
NY,4/11/2020,10318,207928,-75.59655,42.921241
FL,4/11/2020,1161,40379,-82.420978,28.260731
CA,4/11/2020,1416,29611,-119.662127,37.211164
GA,4/11/2020,384,13685,-83.426574,32.638481
OH,4/11/2020,411,7527,-82.70936,40.415534
MD,4/11/2020,849,12963,-76.687282,38.946466
WA,4/11/2020,6768,12181,-120.592492,47.411715
FL,4/11/2021,230,2664012,-82.420978,28.260731
GA,4/11/2021,66,796303,-83.426574,32.638481
LA,4/11/2021,102,507150,-91.840238,30.921314
NY,4/11/2021,3823,2104868,-75.59655,42.921241
LA,4/12/2020,413,32467,-91.840238,30.921314
FL,4/12/2020,701,41080,-82.420978,28.260731
CA,4/12/2020,1252,30863,-119.662127,37.211164
WA,4/12/2020,399,12580,-120.592492,47.411715
OH,4/12/2020,374,7901,-82.70936,40.415534
NY,4/12/2020,7312,215240,-75.59655,42.921241
GA,4/12/2020,224,13909,-83.426574,32.638481
MD,4/12/2020,768,13731,-76.687282,38.946466
CA,4/13/2020,993,31856,-119.662127,37.211164
OH,4/13/2020,314,8215,-82.70936,40.415534
MD,4/13/2020,650,14381,-76.687282,38.946466
WA,4/13/2020,235,12815,-120.592492,47.411715
LA,4/13/2020,953,33420,-91.840238,30.921314
NY,4/13/2020,6394,221634,-75.59655,42.921241
FL,4/13/2020,1866,42946,-82.420978,28.260731
GA,4/13/2020,786,14695,-83.426574,32.638481
WA,4/14/2020,490,13305,-120.592492,47.411715
GA,4/14/2020,797,15492,-83.426574,32.638481
CA,4/14/2020,2033,33889,-119.662127,37.211164
LA,4/14/2020,969,34389,-91.840238,30.921314
MD,4/14/2020,1233,15614,-76.687282,38.946466
OH,4/14/2020,560,8775,-82.70936,40.415534
NY,4/14/2020,7486,229120,-75.59655,42.921241
FL,4/14/2020,1754,44700,-82.420978,28.260731
WA,4/15/2020,381,13686,-120.592492,47.411715
NY,4/15/2020,7649,236769,-75.59655,42.921241
FL,4/15/2020,2036,46736,-82.420978,28.260731
GA,4/15/2020,723,16215,-83.426574,32.638481
CA,4/15/2020,1526,35415,-119.662127,37.211164
MD,4/15/2020,993,16607,-76.687282,38.946466
OH,4/15/2020,678,9453,-82.70936,40.415534
LA,4/15/2020,939,35328,-91.840238,30.921314
NY,4/16/2020,8859,245628,-75.59655,42.921241
FL,4/16/2020,1743,48479,-82.420978,28.260731
OH,4/16/2020,699,10152,-82.70936,40.415534
LA,4/16/2020,988,36316,-91.840238,30.921314
GA,4/16/2020,803,17018,-83.426574,32.638481
MD,4/16/2020,1148,17755,-76.687282,38.946466
CA,4/16/2020,1955,37370,-119.662127,37.211164
WA,4/16/2020,392,14078,-120.592492,47.411715
CA,4/17/2020,1700,39070,-119.662127,37.211164
NY,4/17/2020,7576,253204,-75.59655,42.921241
LA,4/17/2020,894,37210,-91.840238,30.921314
FL,4/17/2020,1655,50134,-82.420978,28.260731
GA,4/17/2020,832,17850,-83.426574,32.638481
MD,4/17/2020,1004,18759,-76.687282,38.946466
OH,4/17/2020,1046,11198,-82.70936,40.415534
WA,4/17/2020,337,14415,-120.592492,47.411715
OH,4/18/2020,1474,12672,-82.70936,40.415534
NY,4/18/2020,6774,259978,-75.59655,42.921241
FL,4/18/2020,1260,51394,-82.420978,28.260731
WA,4/18/2020,542,14957,-120.592492,47.411715
LA,4/18/2020,596,37806,-91.840238,30.921314
GA,4/18/2020,432,18282,-83.426574,32.638481
MD,4/18/2020,1157,19916,-76.687282,38.946466
CA,4/18/2020,1446,40516,-119.662127,37.211164
FL,4/19/2020,1071,52465,-82.420978,28.260731
NY,4/19/2020,4791,264769,-75.59655,42.921241
WA,4/19/2020,268,15225,-120.592492,47.411715
OH,4/19/2020,1356,14028,-82.70936,40.415534
MD,4/19/2020,1015,20931,-76.687282,38.946466
GA,4/19/2020,409,18691,-83.426574,32.638481
LA,4/19/2020,409,38215,-91.840238,30.921314
CA,4/19/2020,1421,41937,-119.662127,37.211164
FL,4/2/2020,1629,25859,-82.420978,28.260731
MD,4/2/2020,692,4796,-76.687282,38.946466
GA,4/2/2020,534,8854,-83.426574,32.638481
LA,4/2/2020,1725,19832,-91.840238,30.921314
NY,4/2/2020,11102,116730,-75.59655,42.921241
WA,4/2/2020,268,3820,-120.592492,47.411715
CA,4/2/2020,1909,16104,-119.662127,37.211164
OH,4/2/2020,552,3738,-82.70936,40.415534
CA,4/2/2021,3042,3640205,-119.662127,37.211164
GA,4/2/2021,939,792536,-83.426574,32.638481
FL,4/2/2021,6367,2616728,-82.420978,28.260731
LA,4/2/2021,236,504993,-91.840238,30.921314
WA,4/2/2021,854,256573,-120.592492,47.411715
NY,4/2/2021,8527,2042899,-75.59655,42.921241
OH,4/2/2021,1152,895516,-82.70936,40.415534
MD,4/2/2021,2350,812429,-76.687282,38.946466
NY,4/20/2020,4862,269631,-75.59655,42.921241
LA,4/20/2020,987,39202,-91.840238,30.921314
WA,4/20/2020,171,15396,-120.592492,47.411715
CA,4/20/2020,979,42916,-119.662127,37.211164
FL,4/20/2020,2414,54879,-82.420978,28.260731
MD,4/20/2020,767,21698,-76.687282,38.946466
GA,4/20/2020,877,19568,-83.426574,32.638481
OH,4/20/2020,734,14762,-82.70936,40.415534
CA,4/21/2020,1398,44314,-119.662127,37.211164
GA,4/21/2020,875,20443,-83.426574,32.638481
FL,4/21/2020,2225,57104,-82.420978,28.260731
WA,4/21/2020,273,15669,-120.592492,47.411715
OH,4/21/2020,502,15264,-82.70936,40.415534
MD,4/21/2020,987,22685,-76.687282,38.946466
LA,4/21/2020,995,40197,-91.840238,30.921314
NY,4/21/2020,6123,275754,-75.59655,42.921241
OH,4/22/2020,633,15897,-82.70936,40.415534
GA,4/22/2020,850,21293,-83.426574,32.638481
LA,4/22/2020,868,41065,-91.840238,30.921314
MD,4/22/2020,1366,24051,-76.687282,38.946466
NY,4/22/2020,6945,282699,-75.59655,42.921241
CA,4/22/2020,1882,46196,-119.662127,37.211164
WA,4/22/2020,346,16015,-120.592492,47.411715
FL,4/22/2020,2036,59140,-82.420978,28.260731
LA,4/23/2020,738,41803,-91.840238,30.921314
OH,4/23/2020,547,16444,-82.70936,40.415534
CA,4/23/2020,1764,47960,-119.662127,37.211164
GA,4/23/2020,576,21869,-83.426574,32.638481
NY,4/23/2020,7680,290379,-75.59655,42.921241
FL,4/23/2020,1943,61083,-82.420978,28.260731
MD,4/23/2020,1397,25448,-76.687282,38.946466
WA,4/23/2020,296,16311,-120.592492,47.411715
CA,4/24/2020,1859,49819,-119.662127,37.211164
NY,4/24/2020,7673,298052,-75.59655,42.921241
WA,4/24/2020,294,16605,-120.592492,47.411715
OH,4/24/2020,517,16961,-82.70936,40.415534
FL,4/24/2020,2029,63112,-82.420978,28.260731
LA,4/24/2020,842,42645,-91.840238,30.921314
MD,4/24/2020,1326,26774,-76.687282,38.946466
GA,4/24/2020,689,22558,-83.426574,32.638481
CA,4/25/2020,2114,51933,-119.662127,37.211164
GA,4/25/2020,303,22861,-83.426574,32.638481
OH,4/25/2020,493,17454,-82.70936,40.415534
MD,4/25/2020,1148,27922,-76.687282,38.946466
FL,4/25/2020,1319,64431,-82.420978,28.260731
LA,4/25/2020,541,43186,-91.840238,30.921314
WA,4/25/2020,219,16824,-120.592492,47.411715
NY,4/25/2020,5892,303944,-75.59655,42.921241
CA,4/26/2020,1219,53152,-119.662127,37.211164
GA,4/26/2020,228,23089,-83.426574,32.638481
FL,4/26/2020,970,65401,-82.420978,28.260731
NY,4/26/2020,7477,311421,-75.59655,42.921241
OH,4/26/2020,405,17859,-82.70936,40.415534
WA,4/26/2020,236,17060,-120.592492,47.411715
LA,4/26/2020,406,43592,-91.840238,30.921314
MD,4/26/2020,1108,29030,-76.687282,38.946466
WA,4/27/2020,244,17304,-120.592492,47.411715
OH,4/27/2020,541,18400,-82.70936,40.415534
CA,4/27/2020,1307,54459,-119.662127,37.211164
NY,4/27/2020,8555,319976,-75.59655,42.921241
LA,4/27/2020,810,44402,-91.840238,30.921314
GA,4/27/2020,883,23972,-83.426574,32.638481
FL,4/27/2020,2114,67515,-82.420978,28.260731
MD,4/27/2020,672,29702,-76.687282,38.946466
LA,4/28/2020,855,45257,-91.840238,30.921314
GA,4/28/2020,832,24804,-83.426574,32.638481
NY,4/28/2020,4869,324845,-75.59655,42.921241
OH,4/28/2020,596,18996,-82.70936,40.415534
FL,4/28/2020,1626,69141,-82.420978,28.260731
MD,4/28/2020,1352,31054,-76.687282,38.946466
WA,4/28/2020,250,17554,-120.592492,47.411715
CA,4/28/2020,1773,56232,-119.662127,37.211164
LA,4/29/2020,770,46027,-91.840238,30.921314
CA,4/29/2020,1855,58087,-119.662127,37.211164
MD,4/29/2020,1565,32619,-76.687282,38.946466
OH,4/29/2020,720,19716,-82.70936,40.415534
WA,4/29/2020,284,17838,-120.592492,47.411715
GA,4/29/2020,817,25621,-83.426574,32.638481
FL,4/29/2020,1997,71138,-82.420978,28.260731
NY,4/29/2020,5609,330454,-75.59655,42.921241
LA,4/3/2020,1517,21349,-91.840238,30.921314
CA,4/3/2020,1655,17759,-119.662127,37.211164
GA,4/3/2020,646,9500,-83.426574,32.638481
WA,4/3/2020,222,4042,-120.592492,47.411715
NY,4/3/2020,10910,127640,-75.59655,42.921241
OH,4/3/2020,487,4225,-82.70936,40.415534
MD,4/3/2020,705,5501,-76.687282,38.946466
FL,4/3/2020,1805,27664,-82.420978,28.260731
WA,4/3/2021,621,257194,-120.592492,47.411715
OH,4/3/2021,1042,896558,-82.70936,40.415534
GA,4/3/2021,585,793121,-83.426574,32.638481
MD,4/3/2021,2297,814726,-76.687282,38.946466
LA,4/3/2021,223,505216,-91.840238,30.921314
FL,4/3/2021,5981,2622709,-82.420978,28.260731
CA,4/3/2021,2527,3642732,-119.662127,37.211164
NY,4/3/2021,7248,2050147,-75.59655,42.921241
LA,4/30/2020,947,46974,-91.840238,30.921314
CA,4/30/2020,2101,60188,-119.662127,37.211164
WA,4/30/2020,574,18412,-120.592492,47.411715
NY,4/30/2020,6163,336617,-75.59655,42.921241
GA,4/30/2020,644,26265,-83.426574,32.638481
FL,4/30/2020,1717,72855,-82.420978,28.260731
MD,4/30/2020,1606,34225,-76.687282,38.946466
OH,4/30/2020,831,20547,-82.70936,40.415534
CA,4/4/2020,1293,19052,-119.662127,37.211164
OH,4/4/2020,410,4635,-82.70936,40.415534
NY,4/4/2020,8686,136326,-75.59655,42.921241
LA,4/4/2020,1777,23126,-91.840238,30.921314
GA,4/4/2020,305,9805,-83.426574,32.638481
WA,4/4/2020,256,4298,-120.592492,47.411715
MD,4/4/2020,773,6274,-76.687282,38.946466
FL,4/4/2020,1596,29260,-82.420978,28.260731
NY,4/4/2021,6273,2056420,-75.59655,42.921241
MD,4/4/2021,1260,815986,-76.687282,38.946466
LA,4/4/2021,154,505370,-91.840238,30.921314
CA,4/4/2021,1842,3644574,-119.662127,37.211164
OH,4/4/2021,837,897395,-82.70936,40.415534
WA,4/4/2021,332,257526,-120.592492,47.411715
GA,4/4/2021,407,793528,-83.426574,32.638481
FL,4/4/2021,4528,2627237,-82.420978,28.260731
FL,4/5/2020,1179,30439,-82.420978,28.260731
MD,4/5/2020,741,7015,-76.687282,38.946466
NY,4/5/2020,8263,144589,-75.59655,42.921241
OH,4/5/2020,430,5065,-82.70936,40.415534
LA,4/5/2020,1562,24688,-91.840238,30.921314
GA,4/5/2020,175,9980,-83.426574,32.638481
CA,4/5/2020,1079,20131,-119.662127,37.211164
WA,4/5/2020,184,4482,-120.592492,47.411715
NY,4/5/2021,6374,2062794,-75.59655,42.921241
WA,4/5/2021,1004,258530,-120.592492,47.411715
CA,4/5/2021,705,3645279,-119.662127,37.211164
FL,4/5/2021,5330,2632567,-82.420978,28.260731
GA,4/5/2021,784,794312,-83.426574,32.638481
LA,4/5/2021,305,505675,-91.840238,30.921314
MD,4/5/2021,1175,817161,-76.687282,38.946466
WA,4/6/2020,134,4616,-120.592492,47.411715
FL,4/6/2020,1922,32361,-82.420978,28.260731
CA,4/6/2020,1086,21217,-119.662127,37.211164
GA,4/6/2020,609,10589,-83.426574,32.638481
LA,4/6/2020,1353,26041,-91.840238,30.921314
MD,4/6/2020,805,7820,-76.687282,38.946466
OH,4/6/2020,370,5435,-82.70936,40.415534
NY,4/6/2020,8882,153471,-75.59655,42.921241
MD,4/6/2021,2054,819215,-76.687282,38.946466
LA,4/6/2021,302,505977,-91.840238,30.921314
WA,4/6/2021,922,259452,-120.592492,47.411715
NY,4/6/2021,7789,2070583,-75.59655,42.921241
GA,4/6/2021,516,794828,-83.426574,32.638481
FL,4/6/2021,7244,2639811,-82.420978,28.260731
WA,4/7/2020,118,4734,-120.592492,47.411715
CA,4/7/2020,2089,23306,-119.662127,37.211164
FL,4/7/2020,1897,34258,-82.420978,28.260731
GA,4/7/2020,488,11077,-83.426574,32.638481
LA,4/7/2020,1410,27451,-91.840238,30.921314
NY,4/7/2020,10247,163718,-75.59655,42.921241
OH,4/7/2020,433,5868,-82.70936,40.415534
MD,4/7/2020,1252,9072,-76.687282,38.946466
LA,4/7/2021,310,506287,-91.840238,30.921314
MD,4/7/2021,2045,821260,-76.687282,38.946466
FL,4/7/2021,7634,2647445,-82.420978,28.260731
NY,4/7/2021,8670,2079253,-75.59655,42.921241
WA,4/7/2021,1002,260454,-120.592492,47.411715
GA,4/7/2021,220,795048,-83.426574,32.638481
OH,4/8/2020,392,6260,-82.70936,40.415534
WA,4/8/2020,238,4972,-120.592492,47.411715
FL,4/8/2020,1506,35764,-82.420978,28.260731
GA,4/8/2020,565,11642,-83.426574,32.638481
MD,4/8/2020,947,10019,-76.687282,38.946466
CA,4/8/2020,1611,24917,-119.662127,37.211164
NY,4/8/2020,10984,174702,-75.59655,42.921241
LA,4/8/2020,1429,28880,-91.840238,30.921314
GA,4/8/2021,355,795403,-83.426574,32.638481
LA,4/8/2021,307,506594,-91.840238,30.921314
MD,4/8/2021,2015,823275,-76.687282,38.946466
NY,4/8/2021,8251,2087504,-75.59655,42.921241
WA,4/8/2021,782,261236,-120.592492,47.411715
FL,4/8/2021,7732,2655177,-82.420978,28.260731
MD,4/9/2020,1151,11170,-76.687282,38.946466
WA,4/9/2020,290,5262,-120.592492,47.411715
CA,4/9/2020,1315,26232,-119.662127,37.211164
GA,4/9/2020,740,12382,-83.426574,32.638481
OH,4/9/2020,424,6684,-82.70936,40.415534
FL,4/9/2020,1697,37461,-82.420978,28.260731
LA,4/9/2020,1366,30246,-91.840238,30.921314
NY,4/9/2020,11288,185990,-75.59655,42.921241
GA,4/9/2021,537,795940,-83.426574,32.638481
WA,4/9/2021,182,261418,-120.592492,47.411715
NY,4/9/2021,7109,2094613,-75.59655,42.921241
MD,4/9/2021,1780,825055,-76.687282,38.946466
LA,4/9/2021,274,506868,-91.840238,30.921314
FL,4/9/2021,5364,2660541,-82.420978,28.260731
CA,5/1/2020,2018,62206,-119.662127,37.211164
OH,5/1/2020,564,21111,-82.70936,40.415534
NY,5/1/2020,7605,344222,-75.59655,42.921241
GA,5/1/2020,893,27158,-83.426574,32.638481
FL,5/1/2020,2083,74938,-82.420978,28.260731
MD,5/1/2020,1579,35804,-76.687282,38.946466
WA,5/1/2020,325,18737,-120.592492,47.411715
LA,5/1/2020,712,47686,-91.840238,30.921314
LA,5/10/2020,320,53232,-91.840238,30.921314
OH,5/10/2020,425,26713,-82.70936,40.415534
NY,5/10/2020,1928,373712,-75.59655,42.921241
FL,5/10/2020,1098,86687,-82.420978,28.260731
MD,5/10/2020,1099,47752,-76.687282,38.946466
WA,5/10/2020,240,21852,-120.592492,47.411715
GA,5/10/2020,205,31660,-83.426574,32.638481
CA,5/10/2020,1346,77990,-119.662127,37.211164
WA,5/11/2020,171,22023,-120.592492,47.411715
CA,5/11/2020,1576,79566,-119.662127,37.211164
OH,5/11/2020,516,27229,-82.70936,40.415534
FL,5/11/2020,2690,89377,-82.420978,28.260731
GA,5/11/2020,744,32404,-83.426574,32.638481
LA,5/11/2020,750,53982,-91.840238,30.921314
NY,5/11/2020,1961,375673,-75.59655,42.921241
MD,5/11/2020,777,48529,-76.687282,38.946466
LA,5/12/2020,868,54850,-91.840238,30.921314
MD,5/12/2020,1172,49701,-76.687282,38.946466
GA,5/12/2020,658,33062,-83.426574,32.638481
FL,5/12/2020,2453,91830,-82.420978,28.260731
OH,5/12/2020,560,27789,-82.70936,40.415534
NY,5/12/2020,3225,378898,-75.59655,42.921241
WA,5/12/2020,161,22184,-120.592492,47.411715
CA,5/12/2020,1512,81078,-119.662127,37.211164
LA,5/13/2020,751,55601,-91.840238,30.921314
MD,5/13/2020,1425,51126,-76.687282,38.946466
NY,5/13/2020,3385,382283,-75.59655,42.921241
WA,5/13/2020,324,22508,-120.592492,47.411715
FL,5/13/2020,2409,94239,-82.420978,28.260731
OH,5/13/2020,685,28474,-82.70936,40.415534
GA,5/13/2020,1203,34265,-83.426574,32.638481
CA,5/13/2020,1816,82894,-119.662127,37.211164
LA,5/14/2020,877,56478,-91.840238,30.921314
NY,5/14/2020,3430,385713,-75.59655,42.921241
WA,5/14/2020,274,22782,-120.592492,47.411715
MD,5/14/2020,1476,52602,-76.687282,38.946466
OH,5/14/2020,685,29159,-82.70936,40.415534
FL,5/14/2020,2348,96587,-82.420978,28.260731
CA,5/14/2020,2261,85155,-119.662127,37.211164
GA,5/14/2020,1274,35539,-83.426574,32.638481
CA,5/15/2020,2480,87635,-119.662127,37.211164
WA,5/15/2020,317,23099,-120.592492,47.411715
LA,5/15/2020,741,57219,-91.840238,30.921314
GA,5/15/2020,1303,36842,-83.426574,32.638481
MD,5/15/2020,1254,53856,-76.687282,38.946466
OH,5/15/2020,699,29858,-82.70936,40.415534
NY,5/15/2020,3305,389018,-75.59655,42.921241
FL,5/15/2020,2127,98714,-82.420978,28.260731
MD,5/16/2020,1212,55068,-76.687282,38.946466
CA,5/16/2020,1992,89627,-119.662127,37.211164
FL,5/16/2020,1308,100022,-82.420978,28.260731
LA,5/16/2020,391,57610,-91.840238,30.921314
NY,5/16/2020,2447,391465,-75.59655,42.921241
OH,5/16/2020,566,30424,-82.70936,40.415534
GA,5/16/2020,652,37494,-83.426574,32.638481
WA,5/16/2020,207,23306,-120.592492,47.411715
FL,5/17/2020,1119,101141,-82.420978,28.260731
LA,5/17/2020,468,58078,-91.840238,30.921314
NY,5/17/2020,1718,393183,-75.59655,42.921241
MD,5/17/2020,1120,56188,-76.687282,38.946466
CA,5/17/2020,4217,93844,-119.662127,37.211164
WA,5/17/2020,170,23476,-120.592492,47.411715
GA,5/17/2020,316,37810,-83.426574,32.638481
OH,5/17/2020,439,30863,-82.70936,40.415534
NY,5/18/2020,1850,395033,-75.59655,42.921241
OH,5/18/2020,516,31379,-82.70936,40.415534
