state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,Longitude,Latitude
WA,11/22/2020,91.0,0.0,-120.592492,47.411715
CA,11/21/2020,788.0,14.0,-119.662127,37.211164
FL,11/21/2020,497.0,7.0,-82.420978,28.260731
GA,11/21/2020,397.0,6.0,-83.426574,32.638481
LA,11/21/2020,141.0,2.0,-91.840238,30.921314
MD,11/21/2020,166.0,4.0,-76.687282,38.946466
NY,11/21/2020,527.0,7.0,-75.59655,42.921241
OH,11/21/2020,685.0,5.0,-82.70936,40.415534
WA,11/21/2020,99.0,0.0,-120.592492,47.411715
CA,11/20/2020,803.0,16.0,-119.662127,37.211164
FL,11/20/2020,583.0,11.0,-82.420978,28.260731
GA,11/20/2020,390.0,6.0,-83.426574,32.638481
LA,11/20/2020,149.0,1.0,-91.840238,30.921314
MD,11/20/2020,176.0,3.0,-76.687282,38.946466
NY,11/20/2020,493.0,7.0,-75.59655,42.921241
OH,11/20/2020,648.0,7.0,-82.70936,40.415534
WA,11/20/2020,92.0,2.0,-120.592492,47.411715
CA,11/19/2020,707.0,12.0,-119.662127,37.211164
FL,11/19/2020,523.0,9.0,-82.420978,28.260731
GA,11/19/2020,406.0,3.0,-83.426574,32.638481
LA,11/19/2020,161.0,2.0,-91.840238,30.921314
MD,11/19/2020,183.0,2.0,-76.687282,38.946466
NY,11/19/2020,466.0,5.0,-75.59655,42.921241
OH,11/19/2020,658.0,9.0,-82.70936,40.415534
WA,11/19/2020,107.0,0.0,-120.592492,47.411715
CA,11/18/2020,713.0,5.0,-119.662127,37.211164
FL,11/18/2020,516.0,3.0,-82.420978,28.260731
GA,11/18/2020,403.0,7.0,-83.426574,32.638481
LA,11/18/2020,170.0,5.0,-91.840238,30.921314
MD,11/18/2020,196.0,3.0,-76.687282,38.946466
NY,11/18/2020,448.0,4.0,-75.59655,42.921241
OH,11/18/2020,600.0,9.0,-82.70936,40.415534
WA,11/18/2020,92.0,1.0,-120.592492,47.411715
CA,11/17/2020,685.0,3.0,-119.662127,37.211164
FL,11/17/2020,583.0,10.0,-82.420978,28.260731
GA,11/17/2020,335.0,6.0,-83.426574,32.638481
LA,11/17/2020,130.0,1.0,-91.840238,30.921314
MD,11/17/2020,196.0,2.0,-76.687282,38.946466
NY,11/17/2020,374.0,6.0,-75.59655,42.921241
OH,11/17/2020,649.0,7.0,-82.70936,40.415534
WA,11/17/2020,76.0,0.0,-120.592492,47.411715
CA,11/16/2020,586.0,9.0,-119.662127,37.211164
FL,11/16/2020,483.0,9.0,-82.420978,28.260731
GA,11/16/2020,317.0,3.0,-83.426574,32.638481
LA,11/16/2020,143.0,1.0,-91.840238,30.921314
MD,11/16/2020,153.0,2.0,-76.687282,38.946466
NY,11/16/2020,311.0,5.0,-75.59655,42.921241
OH,11/16/2020,516.0,2.0,-82.70936,40.415534
WA,11/16/2020,77.0,1.0,-120.592492,47.411715
CA,11/15/2020,567.0,4.0,-119.662127,37.211164
FL,11/15/2020,420.0,6.0,-82.420978,28.260731
GA,11/15/2020,296.0,6.0,-83.426574,32.638481
LA,11/15/2020,102.0,1.0,-91.840238,30.921314
MD,11/15/2020,146.0,1.0,-76.687282,38.946466
NY,11/15/2020,382.0,4.0,-75.59655,42.921241
OH,11/15/2020,506.0,4.0,-82.70936,40.415534
WA,11/15/2020,53.0,0.0,-120.592492,47.411715
CA,11/14/2020,574.0,6.0,-119.662127,37.211164
FL,11/14/2020,541.0,7.0,-82.420978,28.260731
GA,11/14/2020,391.0,5.0,-83.426574,32.638481
LA,11/14/2020,118.0,1.0,-91.840238,30.921314
MD,11/14/2020,136.0,1.0,-76.687282,38.946466
NY,11/14/2020,400.0,3.0,-75.59655,42.921241
OH,11/14/2020,533.0,8.0,-82.70936,40.415534
WA,11/14/2020,85.0,1.0,-120.592492,47.411715
CA,11/13/2020,536.0,9.0,-119.662127,37.211164
FL,11/13/2020,531.0,5.0,-82.420978,28.260731
GA,11/13/2020,370.0,7.0,-83.426574,32.638481
LA,11/13/2020,114.0,1.0,-91.840238,30.921314
MD,11/13/2020,160.0,4.0,-76.687282,38.946466
NY,11/13/2020,442.0,5.0,-75.59655,42.921241
OH,11/13/2020,484.0,4.0,-82.70936,40.415534
WA,11/13/2020,55.0,0.0,-120.592492,47.411715
CA,11/12/2020,575.0,7.0,-119.662127,37.211164
FL,11/12/2020,501.0,8.0,-82.420978,28.260731
GA,11/12/2020,376.0,7.0,-83.426574,32.638481
LA,11/12/2020,102.0,3.0,-91.840238,30.921314
MD,11/12/2020,127.0,2.0,-76.687282,38.946466
NY,11/12/2020,446.0,6.0,-75.59655,42.921241
OH,11/12/2020,487.0,6.0,-82.70936,40.415534
WA,11/12/2020,66.0,0.0,-120.592492,47.411715
CA,11/11/2020,475.0,4.0,-119.662127,37.211164
FL,11/11/2020,481.0,6.0,-82.420978,28.260731
GA,11/11/2020,426.0,8.0,-83.426574,32.638481
LA,11/11/2020,112.0,3.0,-91.840238,30.921314
MD,11/11/2020,170.0,4.0,-76.687282,38.946466
NY,11/11/2020,422.0,3.0,-75.59655,42.921241
OH,11/11/2020,479.0,3.0,-82.70936,40.415534
WA,11/11/2020,76.0,1.0,-120.592492,47.411715
CA,11/10/2020,503.0,5.0,-119.662127,37.211164
FL,11/10/2020,508.0,4.0,-82.420978,28.260731
GA,11/10/2020,348.0,14.0,-83.426574,32.638481
LA,11/10/2020,118.0,1.0,-91.840238,30.921314
MD,11/10/2020,129.0,1.0,-76.687282,38.946466
NY,11/10/2020,358.0,5.0,-75.59655,42.921241
OH,11/10/2020,455.0,4.0,-82.70936,40.415534
WA,11/10/2020,65.0,0.0,-120.592492,47.411715
CA,11/9/2020,369.0,4.0,-119.662127,37.211164
FL,11/9/2020,414.0,2.0,-82.420978,28.260731
GA,11/9/2020,318.0,8.0,-83.426574,32.638481
LA,11/9/2020,91.0,5.0,-91.840238,30.921314
MD,11/9/2020,125.0,1.0,-76.687282,38.946466
NY,11/9/2020,198.0,8.0,-75.59655,42.921241
OH,11/9/2020,423.0,4.0,-82.70936,40.415534
WA,11/9/2020,50.0,0.0,-120.592492,47.411715
CA,11/8/2020,405.0,5.0,-119.662127,37.211164
FL,11/8/2020,395.0,6.0,-82.420978,28.260731
GA,11/8/2020,287.0,9.0,-83.426574,32.638481
LA,11/8/2020,84.0,3.0,-91.840238,30.921314
MD,11/8/2020,99.0,4.0,-76.687282,38.946466
NY,11/8/2020,288.0,5.0,-75.59655,42.921241
OH,11/8/2020,386.0,7.0,-82.70936,40.415534
WA,11/8/2020,59.0,0.0,-120.592492,47.411715
CA,11/7/2020,425.0,6.0,-119.662127,37.211164
FL,11/7/2020,469.0,5.0,-82.420978,28.260731
GA,11/7/2020,355.0,8.0,-83.426574,32.638481
LA,11/7/2020,84.0,1.0,-91.840238,30.921314
MD,11/7/2020,108.0,3.0,-76.687282,38.946466
NY,11/7/2020,293.0,5.0,-75.59655,42.921241
OH,11/7/2020,386.0,3.0,-82.70936,40.415534
WA,11/7/2020,56.0,1.0,-120.592492,47.411715
CA,11/6/2020,425.0,4.0,-119.662127,37.211164
FL,11/6/2020,408.0,7.0,-82.420978,28.260731
GA,11/6/2020,377.0,8.0,-83.426574,32.638481
LA,11/6/2020,99.0,3.0,-91.840238,30.921314
MD,11/6/2020,107.0,2.0,-76.687282,38.946466
NY,11/6/2020,312.0,3.0,-75.59655,42.921241
OH,11/6/2020,391.0,5.0,-82.70936,40.415534
WA,11/6/2020,46.0,1.0,-120.592492,47.411715
CA,11/5/2020,431.0,8.0,-119.662127,37.211164
FL,11/5/2020,449.0,7.0,-82.420978,28.260731
GA,11/5/2020,336.0,6.0,-83.426574,32.638481
LA,11/5/2020,105.0,1.0,-91.840238,30.921314
MD,11/5/2020,92.0,0.0,-76.687282,38.946466
NY,11/5/2020,288.0,0.0,-75.59655,42.921241
OH,11/5/2020,376.0,3.0,-82.70936,40.415534
WA,11/5/2020,45.0,0.0,-120.592492,47.411715
CA,11/4/2020,394.0,6.0,-119.662127,37.211164
FL,11/4/2020,387.0,7.0,-82.420978,28.260731
GA,11/4/2020,326.0,7.0,-83.426574,32.638481
LA,11/4/2020,103.0,4.0,-91.840238,30.921314
MD,11/4/2020,80.0,1.0,-76.687282,38.946466
NY,11/4/2020,257.0,3.0,-75.59655,42.921241
OH,11/4/2020,324.0,5.0,-82.70936,40.415534
WA,11/4/2020,43.0,0.0,-120.592492,47.411715
CA,11/3/2020,437.0,5.0,-119.662127,37.211164
FL,11/3/2020,408.0,12.0,-82.420978,28.260731
GA,11/3/2020,298.0,4.0,-83.426574,32.638481
LA,11/3/2020,105.0,3.0,-91.840238,30.921314
MD,11/3/2020,86.0,0.0,-76.687282,38.946466
NY,11/3/2020,196.0,5.0,-75.59655,42.921241
OH,11/3/2020,374.0,6.0,-82.70936,40.415534
WA,11/3/2020,38.0,0.0,-120.592492,47.411715
CA,11/2/2020,383.0,2.0,-119.662127,37.211164
FL,11/2/2020,355.0,9.0,-82.420978,28.260731
GA,11/2/2020,257.0,7.0,-83.426574,32.638481
LA,11/2/2020,71.0,2.0,-91.840238,30.921314
MD,11/2/2020,66.0,2.0,-76.687282,38.946466
NY,11/2/2020,141.0,3.0,-75.59655,42.921241
OH,11/2/2020,318.0,4.0,-82.70936,40.415534
WA,11/2/2020,38.0,1.0,-120.592492,47.411715
CA,11/1/2020,365.0,3.0,-119.662127,37.211164
FL,11/1/2020,357.0,6.0,-82.420978,28.260731
GA,11/1/2020,284.0,4.0,-83.426574,32.638481
LA,11/1/2020,75.0,1.0,-91.840238,30.921314
MD,11/1/2020,56.0,0.0,-76.687282,38.946466
NY,11/1/2020,122.0,4.0,-75.59655,42.921241
OH,11/1/2020,256.0,3.0,-82.70936,40.415534
WA,11/1/2020,31.0,0.0,-120.592492,47.411715
CA,10/31/2020,354.0,2.0,-119.662127,37.211164
FL,10/31/2020,363.0,9.0,-82.420978,28.260731
GA,10/31/2020,289.0,6.0,-83.426574,32.638481
LA,10/31/2020,72.0,1.0,-91.840238,30.921314
MD,10/31/2020,70.0,0.0,-76.687282,38.946466
NY,10/31/2020,137.0,3.0,-75.59655,42.921241
OH,10/31/2020,294.0,4.0,-82.70936,40.415534
WA,10/31/2020,29.0,1.0,-120.592492,47.411715
CA,10/30/2020,448.0,4.0,-119.662127,37.211164
FL,10/30/2020,583.0,7.0,-82.420978,28.260731
GA,10/30/2020,326.0,7.0,-83.426574,32.638481
LA,10/30/2020,74.0,1.0,-91.840238,30.921314
MD,10/30/2020,62.0,1.0,-76.687282,38.946466
NY,10/30/2020,157.0,6.0,-75.59655,42.921241
OH,10/30/2020,275.0,4.0,-82.70936,40.415534
WA,10/30/2020,58.0,0.0,-120.592492,47.411715
CA,10/29/2020,348.0,11.0,-119.662127,37.211164
FL,10/29/2020,533.0,12.0,-82.420978,28.260731
GA,10/29/2020,262.0,5.0,-83.426574,32.638481
LA,10/29/2020,81.0,0.0,-91.840238,30.921314
MD,10/29/2020,80.0,1.0,-76.687282,38.946466
NY,10/29/2020,147.0,4.0,-75.59655,42.921241
OH,10/29/2020,247.0,4.0,-82.70936,40.415534
WA,10/29/2020,54.0,1.0,-120.592492,47.411715
CA,10/28/2020,372.0,4.0,-119.662127,37.211164
FL,10/28/2020,511.0,8.0,-82.420978,28.260731
GA,10/28/2020,301.0,2.0,-83.426574,32.638481
LA,10/28/2020,87.0,1.0,-91.840238,30.921314
MD,10/28/2020,59.0,0.0,-76.687282,38.946466
NY,10/28/2020,163.0,4.0,-75.59655,42.921241
OH,10/28/2020,248.0,5.0,-82.70936,40.415534
WA,10/28/2020,45.0,0.0,-120.592492,47.411715
CA,10/27/2020,353.0,4.0,-119.662127,37.211164
FL,10/27/2020,341.0,28.0,-82.420978,28.260731
GA,10/27/2020,321.0,7.0,-83.426574,32.638481
LA,10/27/2020,80.0,4.0,-91.840238,30.921314
MD,10/27/2020,96.0,2.0,-76.687282,38.946466
NY,10/27/2020,152.0,5.0,-75.59655,42.921241
OH,10/27/2020,220.0,4.0,-82.70936,40.415534
WA,10/27/2020,48.0,0.0,-120.592492,47.411715
CA,10/26/2020,299.0,3.0,-119.662127,37.211164
FL,10/26/2020,283.0,11.0,-82.420978,28.260731
GA,10/26/2020,243.0,7.0,-83.426574,32.638481
LA,10/26/2020,66.0,1.0,-91.840238,30.921314
MD,10/26/2020,54.0,1.0,-76.687282,38.946466
NY,10/26/2020,108.0,6.0,-75.59655,42.921241
OH,10/26/2020,176.0,1.0,-82.70936,40.415534
WA,10/26/2020,29.0,0.0,-120.592492,47.411715
CA,10/25/2020,318.0,7.0,-119.662127,37.211164
FL,10/25/2020,297.0,8.0,-82.420978,28.260731
GA,10/25/2020,229.0,4.0,-83.426574,32.638481
LA,10/25/2020,75.0,0.0,-91.840238,30.921314
MD,10/25/2020,57.0,2.0,-76.687282,38.946466
NY,10/25/2020,133.0,4.0,-75.59655,42.921241
OH,10/25/2020,189.0,2.0,-82.70936,40.415534
WA,10/25/2020,29.0,1.0,-120.592492,47.411715
CA,10/24/2020,340.0,1.0,-119.662127,37.211164
FL,10/24/2020,376.0,18.0,-82.420978,28.260731
GA,10/24/2020,256.0,5.0,-83.426574,32.638481
LA,10/24/2020,212.0,1.0,-91.840238,30.921314
MD,10/24/2020,56.0,0.0,-76.687282,38.946466
NY,10/24/2020,144.0,2.0,-75.59655,42.921241
OH,10/24/2020,197.0,1.0,-82.70936,40.415534
WA,10/24/2020,32.0,0.0,-120.592492,47.411715
CA,10/23/2020,353.0,2.0,-119.662127,37.211164
FL,10/23/2020,351.0,9.0,-82.420978,28.260731
GA,10/23/2020,258.0,9.0,-83.426574,32.638481
LA,10/23/2020,62.0,1.0,-91.840238,30.921314
MD,10/23/2020,57.0,2.0,-76.687282,38.946466
NY,10/23/2020,162.0,3.0,-75.59655,42.921241
OH,10/23/2020,230.0,2.0,-82.70936,40.415534
WA,10/23/2020,28.0,0.0,-120.592492,47.411715
CA,10/22/2020,350.0,6.0,-119.662127,37.211164
FL,10/22/2020,309.0,6.0,-82.420978,28.260731
GA,10/22/2020,309.0,9.0,-83.426574,32.638481
LA,10/22/2020,93.0,2.0,-91.840238,30.921314
MD,10/22/2020,70.0,0.0,-76.687282,38.946466
NY,10/22/2020,153.0,4.0,-75.59655,42.921241
OH,10/22/2020,251.0,1.0,-82.70936,40.415534
WA,10/22/2020,26.0,1.0,-120.592492,47.411715
CA,10/21/2020,320.0,4.0,-119.662127,37.211164
FL,10/21/2020,301.0,4.0,-82.420978,28.260731
GA,10/21/2020,267.0,7.0,-83.426574,32.638481
LA,10/21/2020,89.0,4.0,-91.840238,30.921314
MD,10/21/2020,58.0,2.0,-76.687282,38.946466
NY,10/21/2020,171.0,5.0,-75.59655,42.921241
OH,10/21/2020,230.0,20.0,-82.70936,40.415534
WA,10/21/2020,34.0,1.0,-120.592492,47.411715
CA,10/20/2020,366.0,2.0,-119.662127,37.211164
FL,10/20/2020,330.0,9.0,-82.420978,28.260731
GA,10/20/2020,303.0,7.0,-83.426574,32.638481
LA,10/20/2020,104.0,4.0,-91.840238,30.921314
MD,10/20/2020,72.0,2.0,-76.687282,38.946466
NY,10/20/2020,141.0,0.0,-75.59655,42.921241
OH,10/20/2020,245.0,1.0,-82.70936,40.415534
WA,10/20/2020,29.0,1.0,-120.592492,47.411715
CA,10/19/2020,316.0,4.0,-119.662127,37.211164
FL,10/19/2020,259.0,5.0,-82.420978,28.260731
GA,10/19/2020,207.0,9.0,-83.426574,32.638481
LA,10/19/2020,78.0,3.0,-91.840238,30.921314
MD,10/19/2020,48.0,0.0,-76.687282,38.946466
NY,10/19/2020,110.0,4.0,-75.59655,42.921241
OH,10/19/2020,181.0,2.0,-82.70936,40.415534
WA,10/19/2020,30.0,0.0,-120.592492,47.411715
CA,10/18/2020,314.0,6.0,-119.662127,37.211164
FL,10/18/2020,266.0,7.0,-82.420978,28.260731
GA,10/18/2020,204.0,10.0,-83.426574,32.638481
LA,10/18/2020,71.0,3.0,-91.840238,30.921314
MD,10/18/2020,58.0,0.0,-76.687282,38.946466
NY,10/18/2020,105.0,4.0,-75.59655,42.921241
OH,10/18/2020,202.0,5.0,-82.70936,40.415534
WA,10/18/2020,26.0,0.0,-120.592492,47.411715
CA,10/17/2020,337.0,7.0,-119.662127,37.211164
FL,10/17/2020,274.0,8.0,-82.420978,28.260731
GA,10/17/2020,231.0,10.0,-83.426574,32.638481
LA,10/17/2020,95.0,5.0,-91.840238,30.921314
MD,10/17/2020,69.0,1.0,-76.687282,38.946466
NY,10/17/2020,125.0,38.0,-75.59655,42.921241
OH,10/17/2020,211.0,4.0,-82.70936,40.415534
WA,10/17/2020,32.0,0.0,-120.592492,47.411715
CA,10/16/2020,332.0,5.0,-119.662127,37.211164
FL,10/16/2020,269.0,43.0,-82.420978,28.260731
GA,10/16/2020,255.0,12.0,-83.426574,32.638481
LA,10/16/2020,79.0,4.0,-91.840238,30.921314
MD,10/16/2020,54.0,2.0,-76.687282,38.946466
NY,10/16/2020,142.0,4.0,-75.59655,42.921241
OH,10/16/2020,194.0,6.0,-82.70936,40.415534
WA,10/16/2020,22.0,0.0,-120.592492,47.411715
CA,10/15/2020,315.0,8.0,-119.662127,37.211164
FL,10/15/2020,275.0,6.0,-82.420978,28.260731
GA,10/15/2020,271.0,12.0,-83.426574,32.638481
LA,10/15/2020,83.0,0.0,-91.840238,30.921314
MD,10/15/2020,46.0,0.0,-76.687282,38.946466
NY,10/15/2020,146.0,4.0,-75.59655,42.921241
OH,10/15/2020,203.0,2.0,-82.70936,40.415534
WA,10/15/2020,25.0,0.0,-120.592492,47.411715
CA,10/14/2020,362.0,4.0,-119.662127,37.211164
FL,10/14/2020,282.0,8.0,-82.420978,28.260731
GA,10/14/2020,280.0,10.0,-83.426574,32.638481
LA,10/14/2020,138.0,0.0,-91.840238,30.921314
MD,10/14/2020,60.0,0.0,-76.687282,38.946466
NY,10/14/2020,156.0,5.0,-75.59655,42.921241
OH,10/14/2020,222.0,2.0,-82.70936,40.415534
WA,10/14/2020,28.0,0.0,-120.592492,47.411715
CA,10/13/2020,328.0,7.0,-119.662127,37.211164
FL,10/13/2020,307.0,2.0,-82.420978,28.260731
GA,10/13/2020,301.0,10.0,-83.426574,32.638481
LA,10/13/2020,147.0,1.0,-91.840238,30.921314
MD,10/13/2020,54.0,1.0,-76.687282,38.946466
NY,10/13/2020,152.0,4.0,-75.59655,42.921241
OH,10/13/2020,200.0,2.0,-82.70936,40.415534
WA,10/13/2020,33.0,1.0,-120.592492,47.411715
CA,10/12/2020,289.0,2.0,-119.662127,37.211164
FL,10/12/2020,265.0,6.0,-82.420978,28.260731
GA,10/12/2020,244.0,8.0,-83.426574,32.638481
LA,10/12/2020,129.0,3.0,-91.840238,30.921314
MD,10/12/2020,41.0,1.0,-76.687282,38.946466
NY,10/12/2020,137.0,4.0,-75.59655,42.921241
OH,10/12/2020,148.0,4.0,-82.70936,40.415534
WA,10/12/2020,35.0,1.0,-120.592492,47.411715
CA,10/11/2020,320.0,1.0,-119.662127,37.211164
FL,10/11/2020,267.0,7.0,-82.420978,28.260731
GA,10/11/2020,262.0,7.0,-83.426574,32.638481
LA,10/11/2020,75.0,1.0,-91.840238,30.921314
MD,10/11/2020,52.0,0.0,-76.687282,38.946466
NY,10/11/2020,144.0,5.0,-75.59655,42.921241
OH,10/11/2020,156.0,4.0,-82.70936,40.415534
WA,10/11/2020,30.0,0.0,-120.592492,47.411715
CA,10/10/2020,330.0,6.0,-119.662127,37.211164
FL,10/10/2020,292.0,4.0,-82.420978,28.260731
GA,10/10/2020,279.0,10.0,-83.426574,32.638481
LA,10/10/2020,72.0,1.0,-91.840238,30.921314
MD,10/10/2020,60.0,0.0,-76.687282,38.946466
NY,10/10/2020,146.0,4.0,-75.59655,42.921241
OH,10/10/2020,195.0,4.0,-82.70936,40.415534
WA,10/10/2020,31.0,0.0,-120.592492,47.411715
CA,10/9/2020,333.0,2.0,-119.662127,37.211164
FL,10/9/2020,266.0,12.0,-82.420978,28.260731
GA,10/9/2020,258.0,11.0,-83.426574,32.638481
LA,10/9/2020,76.0,3.0,-91.840238,30.921314
MD,10/9/2020,55.0,1.0,-76.687282,38.946466
NY,10/9/2020,151.0,6.0,-75.59655,42.921241
OH,10/9/2020,163.0,3.0,-82.70936,40.415534
WA,10/9/2020,24.0,0.0,-120.592492,47.411715
CA,10/8/2020,345.0,5.0,-119.662127,37.211164
FL,10/8/2020,318.0,9.0,-82.420978,28.260731
GA,10/8/2020,285.0,10.0,-83.426574,32.638481
LA,10/8/2020,85.0,1.0,-91.840238,30.921314
MD,10/8/2020,63.0,2.0,-76.687282,38.946466
NY,10/8/2020,125.0,8.0,-75.59655,42.921241
OH,10/8/2020,130.0,2.0,-82.70936,40.415534
WA,10/8/2020,29.0,1.0,-120.592492,47.411715
CA,10/7/2020,332.0,6.0,-119.662127,37.211164
FL,10/7/2020,295.0,12.0,-82.420978,28.260731
GA,10/7/2020,276.0,13.0,-83.426574,32.638481
LA,10/7/2020,76.0,2.0,-91.840238,30.921314
MD,10/7/2020,65.0,1.0,-76.687282,38.946466
NY,10/7/2020,112.0,3.0,-75.59655,42.921241
OH,10/7/2020,167.0,4.0,-82.70936,40.415534
WA,10/7/2020,24.0,0.0,-120.592492,47.411715
CA,10/6/2020,339.0,8.0,-119.662127,37.211164
FL,10/6/2020,290.0,23.0,-82.420978,28.260731
GA,10/6/2020,313.0,10.0,-83.426574,32.638481
LA,10/6/2020,119.0,2.0,-91.840238,30.921314
MD,10/6/2020,63.0,1.0,-76.687282,38.946466
NY,10/6/2020,133.0,5.0,-75.59655,42.921241
OH,10/6/2020,153.0,6.0,-82.70936,40.415534
WA,10/6/2020,22.0,1.0,-120.592492,47.411715
CA,10/5/2020,315.0,0.0,-119.662127,37.211164
FL,10/5/2020,247.0,9.0,-82.420978,28.260731
GA,10/5/2020,213.0,9.0,-83.426574,32.638481
LA,10/5/2020,119.0,0.0,-91.840238,30.921314
MD,10/5/2020,40.0,1.0,-76.687282,38.946466
NY,10/5/2020,110.0,3.0,-75.59655,42.921241
OH,10/5/2020,159.0,5.0,-82.70936,40.415534
WA,10/5/2020,27.0,0.0,-120.592492,47.411715
CA,10/4/2020,288.0,6.0,-119.662127,37.211164
FL,10/4/2020,242.0,16.0,-82.420978,28.260731
GA,10/4/2020,207.0,4.0,-83.426574,32.638481
LA,10/4/2020,56.0,0.0,-91.840238,30.921314
MD,10/4/2020,44.0,0.0,-76.687282,38.946466
NY,10/4/2020,83.0,2.0,-75.59655,42.921241
OH,10/4/2020,123.0,3.0,-82.70936,40.415534
WA,10/4/2020,18.0,0.0,-120.592492,47.411715
CA,10/3/2020,326.0,2.0,-119.662127,37.211164
FL,10/3/2020,254.0,14.0,-82.420978,28.260731
GA,10/3/2020,236.0,8.0,-83.426574,32.638481
LA,10/3/2020,60.0,1.0,-91.840238,30.921314
MD,10/3/2020,45.0,1.0,-76.687282,38.946466
NY,10/3/2020,101.0,3.0,-75.59655,42.921241
OH,10/3/2020,126.0,2.0,-82.70936,40.415534
WA,10/3/2020,21.0,0.0,-120.592492,47.411715
CA,10/2/2020,315.0,1.0,-119.662127,37.211164
FL,10/2/2020,239.0,6.0,-82.420978,28.260731
GA,10/2/2020,269.0,8.0,-83.426574,32.638481
LA,10/2/2020,78.0,0.0,-91.840238,30.921314
MD,10/2/2020,43.0,0.0,-76.687282,38.946466
NY,10/2/2020,95.0,3.0,-75.59655,42.921241
OH,10/2/2020,98.0,3.0,-82.70936,40.415534
WA,10/2/2020,22.0,2.0,-120.592492,47.411715
CA,10/1/2020,333.0,4.0,-119.662127,37.211164
FL,10/1/2020,258.0,8.0,-82.420978,28.260731
GA,10/1/2020,295.0,13.0,-83.426574,32.638481
LA,10/1/2020,74.0,0.0,-91.840238,30.921314
MD,10/1/2020,59.0,0.0,-76.687282,38.946466
NY,10/1/2020,126.0,6.0,-75.59655,42.921241
OH,10/1/2020,111.0,2.0,-82.70936,40.415534
WA,10/1/2020,24.0,1.0,-120.592492,47.411715
CA,9/30/2020,359.0,6.0,-119.662127,37.211164
FL,9/30/2020,248.0,8.0,-82.420978,28.260731
GA,9/30/2020,320.0,7.0,-83.426574,32.638481
LA,9/30/2020,66.0,0.0,-91.840238,30.921314
MD,9/30/2020,57.0,0.0,-76.687282,38.946466
NY,9/30/2020,104.0,2.0,-75.59655,42.921241
OH,9/30/2020,122.0,5.0,-82.70936,40.415534
WA,9/30/2020,17.0,0.0,-120.592492,47.411715
CA,9/29/2020,356.0,6.0,-119.662127,37.211164
FL,9/29/2020,291.0,12.0,-82.420978,28.260731
GA,9/29/2020,355.0,5.0,-83.426574,32.638481
LA,9/29/2020,60.0,1.0,-91.840238,30.921314
MD,9/29/2020,50.0,1.0,-76.687282,38.946466
NY,9/29/2020,109.0,6.0,-75.59655,42.921241
OH,9/29/2020,102.0,3.0,-82.70936,40.415534
WA,9/29/2020,19.0,0.0,-120.592492,47.411715
CA,9/28/2020,289.0,2.0,-119.662127,37.211164
FL,9/28/2020,225.0,8.0,-82.420978,28.260731
GA,9/28/2020,306.0,4.0,-83.426574,32.638481
LA,9/28/2020,68.0,1.0,-91.840238,30.921314
MD,9/28/2020,43.0,1.0,-76.687282,38.946466
NY,9/28/2020,220.0,7.0,-75.59655,42.921241
OH,9/28/2020,93.0,5.0,-82.70936,40.415534
WA,9/28/2020,20.0,0.0,-120.592492,47.411715
CA,9/27/2020,282.0,7.0,-119.662127,37.211164
FL,9/27/2020,232.0,13.0,-82.420978,28.260731
GA,9/27/2020,130.0,3.0,-83.426574,32.638481
LA,9/27/2020,64.0,0.0,-91.840238,30.921314
MD,9/27/2020,48.0,1.0,-76.687282,38.946466
NY,9/27/2020,88.0,3.0,-75.59655,42.921241
OH,9/27/2020,77.0,5.0,-82.70936,40.415534
WA,9/27/2020,23.0,0.0,-120.592492,47.411715
CA,9/26/2020,324.0,8.0,-119.662127,37.211164
FL,9/26/2020,250.0,11.0,-82.420978,28.260731
GA,9/26/2020,146.0,3.0,-83.426574,32.638481
LA,9/26/2020,74.0,1.0,-91.840238,30.921314
MD,9/26/2020,56.0,0.0,-76.687282,38.946466
NY,9/26/2020,104.0,5.0,-75.59655,42.921241
OH,9/26/2020,97.0,3.0,-82.70936,40.415534
WA,9/26/2020,22.0,0.0,-120.592492,47.411715
CA,9/25/2020,327.0,6.0,-119.662127,37.211164
FL,9/25/2020,264.0,14.0,-82.420978,28.260731
GA,9/25/2020,165.0,8.0,-83.426574,32.638481
LA,9/25/2020,64.0,0.0,-91.840238,30.921314
MD,9/25/2020,51.0,0.0,-76.687282,38.946466
NY,9/25/2020,114.0,4.0,-75.59655,42.921241
OH,9/25/2020,103.0,1.0,-82.70936,40.415534
WA,9/25/2020,27.0,0.0,-120.592492,47.411715
CA,9/24/2020,310.0,3.0,-119.662127,37.211164
FL,9/24/2020,257.0,16.0,-82.420978,28.260731
GA,9/24/2020,157.0,7.0,-83.426574,32.638481
LA,9/24/2020,79.0,0.0,-91.840238,30.921314
MD,9/24/2020,48.0,0.0,-76.687282,38.946466
NY,9/24/2020,113.0,5.0,-75.59655,42.921241
OH,9/24/2020,77.0,1.0,-82.70936,40.415534
WA,9/24/2020,24.0,0.0,-120.592492,47.411715
CA,9/23/2020,346.0,6.0,-119.662127,37.211164
FL,9/23/2020,252.0,8.0,-82.420978,28.260731
GA,9/23/2020,142.0,5.0,-83.426574,32.638481
LA,9/23/2020,79.0,0.0,-91.840238,30.921314
MD,9/23/2020,35.0,1.0,-76.687282,38.946466
NY,9/23/2020,101.0,2.0,-75.59655,42.921241
OH,9/23/2020,78.0,4.0,-82.70936,40.415534
